p1 p2 p3 p4 p5 p6 p7 p8 p9 p10 p11 class
1874 3.74e-02 2.60e-06 8.77e-01 9.17e-04 7.34e-05 2.26e-05 7.14e-02 7.19e-05 4.60e-04 3.04e-04 1.26e-02  3
1875 5.54e-02 3.71e-06 8.51e-01 1.71e-03 1.40e-04 3.79e-05 6.47e-02 1.27e-04 7.80e-04 6.00e-04 2.59e-02  3
1876 3.78e-02 2.39e-06 8.73e-01 1.77e-03 1.59e-04 3.40e-05 4.63e-02 1.32e-04 7.34e-04 5.60e-04 3.92e-02  3
1877 6.15e-03 5.54e-07 9.79e-01 2.56e-04 2.22e-05 6.39e-06 9.01e-03 2.07e-05 1.17e-04 7.58e-05 5.03e-03  3
1878 1.48e-03 1.20e-07 9.95e-01 5.47e-05 4.69e-06 1.32e-06 2.56e-03 4.36e-06 2.54e-05 1.66e-05 1.00e-03  3
1879 1.82e-04 1.48e-08 9.99e-01 6.24e-06 5.27e-07 1.53e-07 3.39e-04 4.99e-07 2.96e-06 1.91e-06 1.08e-04  3
1880 2.12e-04 1.77e-08 9.99e-01 6.99e-06 5.84e-07 1.77e-07 3.80e-04 5.62e-07 3.36e-06 2.16e-06 1.16e-04  3
1881 1.02e-03 8.17e-08 9.97e-01 3.31e-05 2.76e-06 8.21e-07 1.78e-03 2.63e-06 1.58e-05 1.04e-05 5.45e-04  3
1882 1.40e-03 1.11e-07 9.95e-01 4.05e-05 3.34e-06 1.03e-06 3.23e-03 3.27e-06 2.01e-05 1.25e-05 6.31e-04  3
1883 4.26e-04 3.93e-08 9.99e-01 1.40e-05 1.16e-06 3.78e-07 7.42e-04 1.15e-06 6.87e-06 4.26e-06 2.29e-04  3
1884 7.42e-04 7.31e-08 9.97e-01 2.55e-05 2.13e-06 7.07e-07 1.31e-03 2.13e-06 1.26e-05 7.53e-06 4.30e-04  3
1885 7.16e-02 1.47e-05 8.03e-01 3.37e-03 2.79e-04 1.36e-04 6.04e-02 3.12e-04 1.70e-03 9.08e-04 5.86e-02  1
1886 2.74e-02 2.74e-06 9.06e-01 1.25e-03 1.10e-04 3.21e-05 3.83e-02 1.04e-04 5.75e-04 3.45e-04 2.63e-02  3
1887 3.33e-02 2.42e-06 8.77e-01 1.35e-03 1.20e-04 2.89e-05 5.91e-02 1.06e-04 6.10e-04 3.89e-04 2.78e-02  3
1888 8.09e-01 1.33e-05 3.02e-02 7.36e-03 5.84e-04 8.38e-05 8.49e-02 4.51e-04 3.76e-03 2.47e-03 6.13e-02  1
1889 8.98e-01 3.41e-05 1.67e-02 4.43e-03 3.04e-04 1.12e-04 4.73e-02 4.02e-04 4.08e-03 1.04e-03 2.79e-02  1
1890 1.45e-03 1.12e-02 2.04e-04 1.70e-03 1.33e-04 9.74e-01 1.67e-04 4.75e-04 4.23e-04 1.20e-04 1.02e-02  6
1891 4.16e-03 2.59e-02 6.15e-04 4.23e-03 3.39e-04 9.32e-01 5.01e-04 1.18e-03 1.15e-03 3.12e-04 2.96e-02  6
1892 7.16e-03 2.93e-01 9.14e-04 7.03e-03 5.24e-04 6.47e-01 7.89e-04 2.82e-03 2.33e-03 4.61e-04 3.76e-02  6
1893 8.33e-03 8.44e-01 6.21e-04 2.10e-02 9.86e-04 1.66e-02 6.19e-04 7.66e-02 5.93e-03 6.77e-04 2.47e-02  8
1894 4.58e-02 4.29e-01 2.78e-03 6.61e-02 2.81e-03 2.07e-02 2.93e-03 3.00e-01 4.99e-02 2.57e-03 7.79e-02  2
1895 4.84e-02 7.15e-01 3.89e-03 3.30e-02 1.85e-03 4.58e-02 3.86e-03 2.93e-02 2.70e-02 2.00e-03 9.04e-02  2
1896 2.57e-03 9.62e-01 2.53e-04 2.62e-03 1.66e-04 2.03e-02 2.37e-04 1.99e-03 1.16e-03 1.46e-04 8.49e-03  2
1897 1.12e-03 9.82e-01 1.06e-04 1.59e-03 1.03e-04 8.76e-03 1.01e-04 1.30e-03 5.34e-04 7.41e-05 4.41e-03  2
1898 4.34e-03 9.29e-01 3.93e-04 1.01e-02 6.49e-04 2.40e-02 3.77e-04 8.54e-03 2.22e-03 3.67e-04 2.01e-02  2
1899 2.21e-03 9.76e-01 1.89e-04 2.66e-03 1.53e-04 7.60e-03 1.84e-04 3.21e-03 1.24e-03 1.28e-04 6.28e-03  2
1900 3.17e-03 9.54e-01 2.57e-04 6.87e-03 3.72e-04 9.99e-03 2.52e-04 1.23e-02 1.96e-03 2.45e-04 1.08e-02  2
1901 4.32e-04 9.93e-01 3.61e-05 7.50e-04 3.93e-05 2.71e-03 3.47e-05 1.26e-03 2.57e-04 3.18e-05 1.33e-03  2
1902 6.44e-04 9.91e-01 5.28e-05 9.81e-04 5.12e-05 2.98e-03 5.12e-05 1.75e-03 3.97e-04 4.34e-05 1.81e-03  2
1903 2.36e-04 9.96e-01 2.04e-05 3.97e-04 2.25e-05 1.53e-03 1.96e-05 5.39e-04 1.33e-04 1.68e-05 7.97e-04  2
1904 5.96e-04 9.92e-01 5.07e-05 8.19e-04 4.59e-05 2.81e-03 4.91e-05 1.13e-03 3.42e-04 3.77e-05 1.76e-03  2
1905 2.96e-04 9.96e-01 2.50e-05 4.42e-04 2.37e-05 1.74e-03 2.40e-05 6.80e-04 1.73e-04 2.00e-05 8.71e-04  2
1906 2.80e-04 9.96e-01 2.41e-05 3.88e-04 2.11e-05 1.84e-03 2.30e-05 5.40e-04 1.60e-04 1.84e-05 8.15e-04  2
1907 9.09e-06 1.00e+00 8.24e-07 1.39e-05 7.98e-07 1.08e-04 7.78e-07 1.55e-05 4.76e-06 6.43e-07 3.12e-05  2
1908 3.66e-05 9.99e-01 3.30e-06 5.21e-05 2.97e-06 3.84e-04 3.12e-06 5.94e-05 1.93e-05 2.48e-06 1.19e-04  2
1909 2.80e-06 1.00e+00 2.57e-07 4.18e-06 2.44e-07 3.82e-05 2.42e-07 4.37e-06 1.43e-06 1.97e-07 9.79e-06  2
1910 3.53e-06 1.00e+00 3.24e-07 5.38e-06 3.13e-07 4.89e-05 3.05e-07 5.68e-06 1.81e-06 2.51e-07 1.24e-05  2
1911 2.13e-05 1.00e+00 1.98e-06 3.00e-05 1.78e-06 2.83e-04 1.86e-06 2.98e-05 1.07e-05 1.45e-06 7.44e-05  2
1912 1.70e-05 1.00e+00 1.61e-06 2.44e-05 1.46e-06 3.06e-04 1.50e-06 2.29e-05 8.32e-06 1.19e-06 6.13e-05  2
1913 4.47e-05 9.99e-01 4.01e-06 7.50e-05 4.26e-06 5.03e-04 3.80e-06 8.84e-05 2.39e-05 3.31e-06 1.57e-04  2
1914 1.66e-04 9.96e-01 1.54e-05 2.98e-04 1.80e-05 2.13e-03 1.45e-05 2.92e-04 8.42e-05 1.27e-05 6.66e-04  2
1915 3.09e-05 9.99e-01 2.96e-06 4.56e-05 2.79e-06 5.94e-04 2.76e-06 4.01e-05 1.48e-05 2.19e-06 1.18e-04  2
1916 5.14e-05 9.98e-01 4.96e-06 7.23e-05 4.37e-06 1.16e-03 4.60e-06 6.29e-05 2.45e-05 3.60e-06 1.90e-04  2
1917 2.51e-05 9.99e-01 2.38e-06 3.80e-05 2.27e-06 5.24e-04 2.22e-06 3.50e-05 1.22e-05 1.82e-06 9.36e-05  2
1918 1.67e-05 1.00e+00 1.57e-06 2.46e-05 1.46e-06 3.15e-04 1.47e-06 2.32e-05 8.20e-06 1.19e-06 6.06e-05  2
1919 2.15e-03 6.89e-01 2.42e-04 3.10e-03 2.21e-04 2.91e-01 2.17e-04 1.54e-03 8.34e-04 1.65e-04 1.16e-02  2
1920 1.07e-03 9.09e-01 1.13e-04 1.66e-03 1.13e-04 8.11e-02 1.03e-04 9.67e-04 4.44e-04 8.29e-05 5.29e-03  2
1921 1.28e-03 9.14e-01 1.35e-04 2.18e-03 1.49e-04 7.32e-02 1.23e-04 1.27e-03 5.41e-04 1.04e-04 6.61e-03  2
1922 4.79e-03 8.52e-01 5.11e-04 8.70e-03 6.52e-04 9.72e-02 4.70e-04 4.34e-03 1.98e-03 3.91e-04 2.86e-02  2
1923 1.88e-03 3.62e-01 2.18e-04 2.60e-03 1.86e-04 6.21e-01 1.93e-04 1.20e-03 7.03e-04 1.45e-04 1.03e-02  6
1924 1.03e-04 9.97e-01 9.92e-06 1.34e-04 8.14e-06 1.88e-03 9.22e-06 1.17e-04 4.89e-05 6.85e-06 3.66e-04  2
1925 3.23e-04 9.92e-01 3.13e-05 3.86e-04 2.34e-05 5.39e-03 2.91e-05 3.28e-04 1.52e-04 2.06e-05 1.10e-03  2
1926 1.34e-03 8.99e-01 1.38e-04 1.74e-03 1.06e-04 9.02e-02 1.24e-04 1.16e-03 5.74e-04 9.62e-05 5.14e-03  2
1927 1.54e-03 2.34e-01 1.76e-04 1.96e-03 1.32e-04 7.53e-01 1.54e-04 9.53e-04 5.78e-04 1.16e-04 7.28e-03  6
1928 1.33e-04 5.19e-03 1.69e-05 1.67e-04 1.24e-05 9.94e-01 1.44e-05 6.10e-05 4.41e-05 1.04e-05 8.03e-04  6
1929 3.16e-04 1.54e-02 3.97e-05 4.10e-04 3.07e-05 9.82e-01 3.41e-05 1.53e-04 1.07e-04 2.49e-05 1.94e-03  6
1930 6.13e-05 2.09e-03 7.77e-06 7.60e-05 5.57e-06 9.97e-01 6.61e-06 2.75e-05 2.02e-05 4.82e-06 3.61e-04  6
1931 2.08e-05 6.59e-04 2.60e-06 2.80e-05 2.05e-06 9.99e-01 2.22e-06 9.88e-06 6.94e-06 1.73e-06 1.26e-04  6
1932 2.74e-03 1.30e-01 3.32e-04 4.68e-03 3.65e-04 8.39e-01 2.89e-04 1.64e-03 9.73e-04 2.48e-04 1.96e-02  6
1933 9.55e-04 9.70e-01 8.91e-05 1.50e-03 8.35e-05 2.21e-02 8.22e-05 1.37e-03 4.72e-04 7.37e-05 3.32e-03  2
1934 2.14e-03 8.45e-01 2.15e-04 3.26e-03 1.93e-04 1.38e-01 1.94e-04 2.18e-03 9.41e-04 1.70e-04 8.48e-03  2
1935 5.34e-04 6.59e-03 7.10e-05 7.14e-04 5.44e-05 9.88e-01 5.92e-05 2.11e-04 1.66e-04 4.67e-05 3.67e-03  6
1936 4.56e-02 1.72e-02 3.37e-03 5.53e-01 3.96e-02 9.62e-03 3.47e-03 4.22e-02 2.21e-02 6.82e-03 2.57e-01  4
1937 6.17e-03 3.54e-04 2.99e-04 9.67e-01 3.12e-03 2.82e-04 3.30e-04 3.00e-03 3.85e-03 1.44e-03 1.37e-02  4
1938 1.35e-02 8.70e-04 7.13e-04 9.18e-01 1.07e-02 6.85e-04 7.87e-04 6.79e-03 7.61e-03 2.67e-03 3.82e-02  4
1939 3.25e-03 2.10e-04 1.71e-04 9.81e-01 2.17e-03 1.85e-04 1.84e-04 1.64e-03 1.81e-03 8.85e-04 8.48e-03  4
1940 6.03e-03 4.14e-04 2.99e-04 9.68e-01 2.72e-03 3.28e-04 3.25e-04 3.27e-03 3.78e-03 1.54e-03 1.34e-02  4
1941 3.40e-02 5.05e-03 1.59e-03 8.11e-01 7.09e-03 2.49e-03 1.73e-03 4.04e-02 3.22e-02 5.93e-03 5.84e-02  4
1942 7.10e-04 8.25e-06 3.70e-05 9.95e-01 1.14e-03 1.55e-05 4.03e-05 1.14e-04 2.41e-04 3.56e-04 2.10e-03  4
1943 7.59e-03 1.32e-04 3.12e-04 9.69e-01 2.67e-03 1.51e-04 3.56e-04 1.45e-03 3.91e-03 2.29e-03 1.24e-02  4
1944 4.67e-03 1.00e-04 1.99e-04 9.80e-01 1.81e-03 1.10e-04 2.25e-04 1.05e-03 2.47e-03 1.44e-03 8.17e-03  4
1945 4.05e-03 7.52e-05 1.74e-04 9.83e-01 1.51e-03 9.17e-05 1.95e-04 8.01e-04 1.97e-03 1.53e-03 7.03e-03  4
1946 1.07e-03 1.21e-05 5.23e-05 9.94e-01 9.51e-04 2.17e-05 5.73e-05 1.60e-04 3.72e-04 6.01e-04 2.62e-03  4
1947 3.67e-03 3.75e-05 1.73e-04 9.82e-01 2.16e-03 6.84e-05 1.89e-04 4.90e-04 1.25e-03 2.40e-03 7.92e-03  4
1948 1.52e-04 2.57e-06 7.43e-06 9.99e-01 1.32e-04 3.79e-06 8.17e-06 2.99e-05 6.16e-05 6.54e-05 3.70e-04  4
1949 1.71e-04 3.47e-06 8.30e-06 9.99e-01 1.39e-04 4.65e-06 9.14e-06 3.81e-05 7.42e-05 6.53e-05 4.09e-04  4
1950 1.13e-04 2.00e-06 5.64e-06 9.99e-01 1.18e-04 2.93e-06 6.19e-06 2.33e-05 4.59e-05 4.55e-05 2.93e-04  4
1951 1.47e-05 2.71e-07 7.67e-07 1.00e+00 1.89e-05 4.20e-07 8.32e-07 3.12e-06 5.73e-06 6.33e-06 4.20e-05  4
1952 1.38e-03 2.95e-05 6.91e-05 9.93e-01 8.51e-04 4.25e-05 7.43e-05 3.00e-04 5.73e-04 6.67e-04 3.25e-03  4
1953 8.57e-04 2.30e-05 4.14e-05 9.96e-01 4.88e-04 2.78e-05 4.51e-05 2.24e-04 4.06e-04 3.29e-04 1.89e-03  4
1954 5.58e-05 1.26e-06 2.78e-06 1.00e+00 4.75e-05 1.68e-06 3.03e-06 1.33e-05 2.43e-05 2.18e-05 1.39e-04  4
1955 3.01e-04 7.95e-06 1.50e-05 9.98e-01 2.70e-04 9.68e-06 1.65e-05 8.14e-05 1.39e-04 1.01e-04 7.64e-04  4
1956 2.29e-04 5.25e-06 1.21e-05 9.98e-01 3.25e-04 7.30e-06 1.31e-05 5.70e-05 9.52e-05 8.20e-05 6.79e-04  4
1957 4.59e-06 1.03e-07 2.41e-07 1.00e+00 5.36e-06 1.49e-07 2.61e-07 1.10e-06 1.87e-06 1.90e-06 1.31e-05  4
1958 6.23e-06 1.44e-07 3.26e-07 1.00e+00 7.30e-06 2.02e-07 3.53e-07 1.53e-06 2.60e-06 2.44e-06 1.76e-05  4
1959 7.99e-05 1.90e-06 4.38e-06 9.99e-01 1.19e-04 2.84e-06 4.69e-06 2.01e-05 3.19e-05 3.26e-05 2.51e-04  4
1960 5.72e-04 1.47e-05 3.25e-05 9.96e-01 1.21e-03 2.18e-05 3.48e-05 1.53e-04 2.28e-04 2.11e-04 2.02e-03  4
1961 4.41e-04 8.89e-06 2.45e-05 9.97e-01 9.47e-04 1.41e-05 2.64e-05 1.02e-04 1.68e-04 1.71e-04 1.50e-03  4
1962 1.11e-03 4.48e-05 6.38e-05 9.92e-01 1.73e-03 5.62e-05 6.77e-05 3.91e-04 4.84e-04 3.71e-04 3.84e-03  4
1963 1.36e-03 3.38e-05 7.65e-05 9.89e-01 3.13e-03 4.88e-05 8.26e-05 3.61e-04 5.44e-04 4.55e-04 4.82e-03  4
1964 1.69e-03 2.45e-05 9.55e-05 9.85e-01 5.56e-03 4.55e-05 1.03e-04 3.27e-04 5.85e-04 6.86e-04 6.26e-03  4
1965 1.06e-03 1.47e-05 5.99e-05 9.91e-01 3.07e-03 2.83e-05 6.44e-05 1.98e-04 3.62e-04 4.81e-04 3.84e-03  4
1966 4.38e-03 5.49e-05 2.78e-04 9.50e-01 2.03e-02 1.35e-04 2.88e-04 7.82e-04 1.34e-03 2.38e-03 2.05e-02  5
1967 7.93e-03 1.18e-04 5.40e-04 8.09e-01 1.27e-01 2.86e-04 5.60e-04 1.65e-03 2.49e-03 3.17e-03 4.77e-02  5
1968 1.84e-03 5.03e-06 1.54e-04 3.04e-02 9.44e-01 3.20e-05 1.54e-04 2.12e-04 4.15e-04 8.26e-04 2.20e-02  5
1969 5.25e-04 1.56e-06 4.34e-05 8.54e-03 9.84e-01 9.23e-06 4.39e-05 6.25e-05 1.21e-04 2.13e-04 6.21e-03  5
1970 2.57e-05 9.85e-08 2.09e-06 4.86e-04 9.99e-01 5.14e-07 2.12e-06 3.33e-06 6.20e-06 1.01e-05 2.85e-04  5
1971 5.98e-06 2.40e-08 4.77e-07 1.23e-04 1.00e+00 1.21e-07 4.85e-07 7.78e-07 1.45e-06 2.41e-06 6.27e-05  5
1972 2.06e-05 8.01e-08 1.64e-06 4.15e-04 9.99e-01 4.05e-07 1.67e-06 2.64e-06 4.96e-06 8.26e-06 2.16e-04  5
1973 8.84e-07 3.70e-09 7.09e-08 1.84e-05 1.00e+00 1.84e-08 7.19e-08 1.17e-07 2.16e-07 3.55e-07 9.35e-06  5
1974 9.69e-05 4.21e-07 7.92e-06 1.85e-03 9.97e-01 2.11e-06 8.02e-06 1.33e-05 2.39e-05 3.64e-05 1.09e-03  5
1975 2.73e-04 1.30e-06 2.23e-05 5.31e-03 9.91e-01 6.27e-06 2.26e-05 3.88e-05 6.83e-05 9.97e-05 3.06e-03  5
1976 2.21e-04 1.14e-06 1.73e-05 5.60e-03 9.92e-01 5.07e-06 1.76e-05 3.13e-05 5.59e-05 8.91e-05 2.14e-03  5
1977 5.32e-03 3.19e-05 3.98e-04 1.98e-01 7.47e-01 1.28e-04 4.06e-04 7.66e-04 1.37e-03 2.49e-03 4.36e-02  4
1978 9.46e-03 7.15e-05 6.29e-04 8.35e-01 9.22e-02 2.28e-04 6.51e-04 1.36e-03 2.55e-03 5.61e-03 5.24e-02  4
1979 1.32e-02 5.84e-05 9.38e-04 5.15e-01 3.65e-01 2.50e-04 9.64e-04 1.57e-03 3.17e-03 7.86e-03 9.21e-02  5
1980 2.15e-02 5.33e-05 1.48e-03 5.29e-01 2.84e-01 2.70e-04 1.55e-03 1.92e-03 4.55e-03 1.50e-02 1.41e-01  5
1981 2.21e-02 3.42e-05 1.76e-03 3.07e-01 4.29e-01 2.55e-04 1.78e-03 1.86e-03 4.33e-03 1.43e-02 2.19e-01  4
1982 1.69e-02 3.04e-05 1.34e-03 2.59e-01 5.38e-01 2.12e-04 1.36e-03 1.52e-03 3.43e-03 1.02e-02 1.68e-01  5
1983 1.37e-02 3.01e-05 1.07e-03 2.46e-01 5.96e-01 1.91e-04 1.09e-03 1.32e-03 2.89e-03 8.09e-03 1.30e-01  5
