p1 p2 p3 p4 p5 p6 p7 p8 p9 p10 p11 class
173 5.53e-01 2.92e-05 1.38e-01 4.95e-03 3.46e-04 1.47e-04 2.57e-01 4.23e-04 3.37e-03 1.58e-03 4.11e-02  1
174 6.30e-01 2.10e-05 8.61e-02 4.04e-03 2.82e-04 1.05e-04 2.43e-01 3.30e-04 2.75e-03 1.34e-03 3.21e-02  7
175 9.06e-01 1.46e-05 2.08e-02 2.55e-03 1.68e-04 6.20e-05 5.17e-02 2.04e-04 1.93e-03 8.73e-04 1.61e-02  3
176 5.34e-01 4.76e-05 1.70e-01 6.14e-03 4.27e-04 2.23e-04 2.31e-01 5.70e-04 4.45e-03 1.79e-03 5.17e-02  1
177 6.96e-02 4.61e-06 1.60e-01 1.12e-03 8.71e-05 3.03e-05 7.54e-01 9.49e-05 6.67e-04 3.23e-04 1.32e-02  7
178 9.20e-04 3.79e-08 8.64e-04 1.17e-05 9.14e-07 2.56e-07 9.98e-01 9.20e-07 6.72e-06 3.60e-06 1.32e-04  7
179 2.82e-02 2.18e-06 8.62e-01 6.46e-04 5.18e-05 1.74e-05 9.97e-02 5.34e-05 3.46e-04 1.97e-04 8.86e-03  3
180 5.67e-01 1.10e-05 9.51e-02 1.21e-02 1.05e-03 1.13e-04 1.67e-01 6.75e-04 4.74e-03 4.92e-03 1.47e-01  1
181 5.50e-01 1.08e-05 9.87e-02 1.31e-02 1.16e-03 1.18e-04 1.59e-01 7.22e-04 4.98e-03 5.46e-03 1.67e-01  1
182 5.33e-01 1.06e-05 1.00e-01 1.40e-02 1.25e-03 1.21e-04 1.55e-01 7.63e-04 5.19e-03 5.75e-03 1.85e-01 11
183 8.53e-01 1.20e-05 3.25e-02 6.00e-03 4.30e-04 7.75e-05 5.93e-02 3.51e-04 2.91e-03 3.00e-03 4.26e-02  1
184 4.95e-01 1.26e-05 1.49e-01 1.49e-02 1.27e-03 1.51e-04 1.37e-01 8.11e-04 5.30e-03 7.65e-03 1.90e-01 11
185 3.63e-01 1.09e-05 2.68e-01 6.64e-03 5.34e-04 1.01e-04 2.76e-01 4.31e-04 2.97e-03 2.75e-03 7.98e-02 11
186 2.62e-02 2.02e-06 9.20e-01 7.02e-04 5.64e-05 1.80e-05 4.29e-02 5.56e-05 3.49e-04 2.30e-04 9.94e-03  3
187 1.85e-02 1.38e-06 9.45e-01 5.51e-04 4.51e-05 1.34e-05 2.76e-02 4.29e-05 2.63e-04 1.83e-04 8.36e-03  7
188 2.22e-02 1.57e-06 9.24e-01 9.92e-04 8.84e-05 2.08e-05 3.02e-02 7.62e-05 4.27e-04 3.04e-04 2.13e-02  3
189 3.64e-05 3.07e-09 1.00e+00 1.20e-06 1.00e-07 3.06e-08 6.77e-05 9.68e-08 5.79e-07 3.68e-07 2.00e-05  3
190 1.06e-04 8.93e-09 1.00e+00 3.56e-06 2.98e-07 9.00e-08 1.92e-04 2.86e-07 1.71e-06 1.10e-06 5.98e-05  3
191 1.30e-04 1.10e-08 1.00e+00 4.08e-06 3.39e-07 1.06e-07 2.56e-04 3.32e-07 2.00e-06 1.25e-06 6.62e-05  3
192 3.14e-03 2.91e-07 9.89e-01 1.24e-04 1.06e-05 3.19e-06 4.89e-03 1.01e-05 5.79e-05 3.65e-05 2.33e-03  3
193 2.49e-01 3.24e-05 2.90e-01 5.05e-03 3.91e-04 1.81e-04 3.90e-01 4.85e-04 3.33e-03 1.25e-03 5.94e-02  7
194 2.73e-02 2.73e-06 9.06e-01 1.24e-03 1.10e-04 3.20e-05 3.82e-02 1.03e-04 5.73e-04 3.44e-04 2.62e-02  3
195 1.78e-04 1.44e-08 9.99e-01 5.60e-06 4.69e-07 1.41e-07 3.91e-04 4.52e-07 2.73e-06 1.70e-06 9.26e-05  3
196 4.63e-02 3.47e-06 8.34e-01 2.17e-03 1.97e-04 4.59e-05 6.55e-02 1.71e-04 9.50e-04 6.20e-04 4.96e-02  3
197 5.04e-02 6.53e-02 8.71e-03 3.24e-02 2.60e-03 5.09e-01 6.75e-03 8.16e-03 1.14e-02 2.94e-03 3.02e-01  6
198 3.34e-04 4.69e-03 4.52e-05 4.16e-04 3.22e-05 9.92e-01 3.77e-05 1.27e-04 1.03e-04 2.76e-05 2.30e-03  6
199 6.67e-03 6.49e-02 9.22e-04 5.92e-03 4.31e-04 8.82e-01 7.59e-04 1.95e-03 1.93e-03 4.49e-04 3.44e-02  6
200 3.64e-02 5.20e-01 4.44e-03 2.39e-02 1.66e-03 2.61e-01 3.89e-03 1.06e-02 1.17e-02 1.76e-03 1.25e-01  6
201 5.98e-02 4.38e-02 2.88e-03 2.16e-01 5.94e-03 7.59e-03 3.20e-03 4.72e-01 9.32e-02 4.72e-03 9.11e-02  4
202 1.73e-02 1.06e-01 9.88e-04 3.37e-02 1.15e-03 7.62e-03 1.03e-03 7.82e-01 2.22e-02 1.20e-03 2.73e-02  8
203 7.01e-02 3.06e-01 4.12e-03 1.06e-01 4.66e-03 2.12e-02 4.44e-03 2.83e-01 7.55e-02 3.87e-03 1.21e-01 11
204 1.71e-02 8.59e-01 1.55e-03 1.53e-02 9.66e-04 3.56e-02 1.51e-03 1.19e-02 8.21e-03 8.44e-04 4.80e-02  2
205 3.09e-03 9.53e-01 3.00e-04 4.47e-03 3.05e-04 2.03e-02 2.85e-04 3.19e-03 1.42e-03 2.07e-04 1.33e-02  2
206 6.08e-03 8.92e-01 6.00e-04 1.18e-02 8.56e-04 4.56e-02 5.68e-04 6.99e-03 2.73e-03 4.84e-04 3.26e-02  2
207 6.05e-03 9.06e-01 5.71e-04 1.23e-02 8.51e-04 3.24e-02 5.47e-04 8.43e-03 2.89e-03 4.79e-04 2.98e-02  2
208 4.71e-04 9.92e-01 4.30e-05 8.46e-04 5.19e-05 4.00e-03 4.10e-05 8.49e-04 2.43e-04 3.53e-05 1.88e-03  2
209 4.61e-04 9.94e-01 3.99e-05 6.90e-04 3.97e-05 2.43e-03 3.85e-05 8.90e-04 2.57e-04 3.06e-05 1.49e-03  2
210 1.83e-04 9.96e-01 1.61e-05 3.30e-04 1.82e-05 1.82e-03 1.53e-05 4.30e-04 1.01e-04 1.41e-05 6.34e-04  2
211 4.36e-04 9.92e-01 3.78e-05 8.54e-04 4.64e-05 3.81e-03 3.60e-05 1.17e-03 2.44e-04 3.47e-05 1.53e-03  2
212 2.16e-05 1.00e+00 1.95e-06 3.23e-05 1.85e-06 2.21e-04 1.84e-06 3.74e-05 1.15e-05 1.50e-06 7.25e-05  2
213 2.66e-06 1.00e+00 2.47e-07 3.94e-06 2.32e-07 3.88e-05 2.32e-07 3.97e-06 1.34e-06 1.87e-07 9.44e-06  2
214 4.83e-06 1.00e+00 4.48e-07 7.23e-06 4.23e-07 7.34e-05 4.20e-07 7.36e-06 2.45e-06 3.42e-07 1.71e-05  2
215 1.03e-05 1.00e+00 9.53e-07 1.54e-05 8.96e-07 1.61e-04 8.93e-07 1.57e-05 5.21e-06 7.31e-07 3.62e-05  2
216 4.54e-06 1.00e+00 4.15e-07 7.04e-06 4.09e-07 5.90e-05 3.91e-07 7.56e-06 2.34e-06 3.24e-07 1.60e-05  2
217 6.61e-06 1.00e+00 6.06e-07 1.04e-05 6.08e-07 8.87e-05 5.71e-07 1.11e-05 3.40e-06 4.77e-07 2.37e-05  2
218 1.15e-04 9.96e-01 1.11e-05 1.88e-04 1.17e-05 2.65e-03 1.03e-05 1.55e-04 5.42e-05 8.66e-06 4.79e-04  2
219 1.71e-04 9.94e-01 1.70e-05 2.67e-04 1.70e-05 4.91e-03 1.57e-05 2.02e-04 7.84e-05 1.27e-05 7.33e-04  2
220 5.88e-06 1.00e+00 5.52e-07 8.69e-06 5.17e-07 9.59e-05 5.16e-07 8.41e-06 2.92e-06 4.15e-07 2.13e-05  2
221 4.49e-04 9.87e-01 4.13e-05 7.73e-04 4.33e-05 8.82e-03 3.84e-05 7.68e-04 2.28e-04 3.55e-05 1.63e-03  2
222 1.84e-04 9.94e-01 1.74e-05 3.03e-04 1.78e-05 4.72e-03 1.62e-05 2.72e-04 8.96e-05 1.42e-05 7.04e-04  2
223 1.19e-04 9.97e-01 1.13e-05 1.62e-04 9.46e-06 2.40e-03 1.04e-05 1.50e-04 5.78e-05 8.20e-06 4.09e-04  2
224 6.99e-04 9.84e-01 6.26e-05 1.18e-03 6.36e-05 1.03e-02 5.85e-05 1.31e-03 3.68e-04 5.44e-05 2.35e-03  2
225 3.51e-04 9.90e-01 3.21e-05 6.37e-04 3.60e-05 6.28e-03 3.00e-05 6.47e-04 1.79e-04 2.82e-05 1.31e-03  2
226 3.66e-04 9.84e-01 3.75e-05 5.08e-04 3.32e-05 1.28e-02 3.45e-05 3.50e-04 1.60e-04 2.58e-05 1.57e-03  2
227 1.27e-03 8.07e-01 1.36e-04 1.81e-03 1.19e-04 1.82e-01 1.22e-04 1.05e-03 5.18e-04 9.66e-05 5.87e-03  2
228 1.71e-03 9.29e-01 1.73e-04 1.95e-03 1.17e-04 5.87e-02 1.57e-04 1.40e-03 7.47e-04 1.13e-04 5.85e-03  2
229 5.33e-03 6.00e-01 6.16e-04 5.21e-03 3.51e-04 3.61e-01 5.42e-04 2.64e-03 1.94e-03 3.33e-04 2.18e-02  2
230 7.11e-04 6.01e-02 8.31e-05 9.36e-04 6.37e-05 9.34e-01 7.21e-05 4.09e-04 2.58e-04 5.60e-05 3.59e-03  6
231 4.99e-04 1.66e-02 6.30e-05 5.71e-04 4.06e-05 9.79e-01 5.34e-05 2.15e-04 1.64e-04 3.75e-05 2.66e-03  6
232 1.44e-03 5.67e-02 1.79e-04 2.28e-03 1.78e-04 9.27e-01 1.55e-04 7.78e-04 4.96e-04 1.27e-04 1.03e-02  6
233 3.41e-05 1.44e-03 4.22e-06 4.63e-05 3.37e-06 9.98e-01 3.62e-06 1.70e-05 1.16e-05 2.81e-06 2.04e-04  6
234 4.24e-05 1.25e-03 5.33e-06 5.85e-05 4.30e-06 9.98e-01 4.53e-06 2.02e-05 1.41e-05 3.59e-06 2.64e-04  6
235 1.91e-05 6.24e-04 2.39e-06 2.55e-05 1.85e-06 9.99e-01 2.03e-06 9.07e-06 6.38e-06 1.58e-06 1.15e-04  6
236 9.83e-04 3.55e-02 1.17e-04 1.59e-03 1.13e-04 9.55e-01 1.01e-04 5.67e-04 3.47e-04 9.02e-05 6.04e-03  6
237 3.20e-03 1.57e-01 3.85e-04 5.52e-03 4.31e-04 8.07e-01 3.37e-04 1.95e-03 1.14e-03 2.89e-04 2.30e-02  6
238 4.60e-03 8.80e-01 4.36e-04 5.72e-03 3.13e-04 8.77e-02 3.96e-04 4.54e-03 2.16e-03 3.24e-04 1.40e-02  2
239 8.74e-03 8.13e-01 7.85e-04 2.47e-02 1.34e-03 8.83e-02 7.34e-04 1.89e-02 4.43e-03 9.04e-04 3.80e-02  2
240 8.37e-03 9.53e-02 1.02e-03 1.73e-02 1.35e-03 8.01e-01 8.77e-04 4.62e-03 2.86e-03 9.16e-04 6.64e-02 11
241 1.01e-02 6.51e-01 1.09e-03 2.37e-02 1.83e-03 2.27e-01 9.91e-04 9.60e-03 4.11e-03 9.82e-04 7.01e-02  2
242 1.85e-02 4.88e-04 7.33e-04 9.26e-01 4.65e-03 4.31e-04 8.44e-04 4.83e-03 1.25e-02 4.06e-03 2.71e-02  4
243 2.30e-02 4.90e-04 8.67e-04 9.14e-01 4.44e-03 4.69e-04 9.96e-04 4.88e-03 1.53e-02 5.81e-03 2.94e-02  4
244 5.11e-03 2.98e-04 2.64e-04 9.73e-01 2.46e-03 2.86e-04 2.82e-04 2.26e-03 2.78e-03 1.62e-03 1.21e-02  4
245 3.59e-03 2.36e-04 1.87e-04 9.79e-01 2.34e-03 2.02e-04 2.02e-04 1.85e-03 2.04e-03 9.49e-04 9.24e-03  4
246 7.89e-02 9.60e-03 3.21e-03 6.02e-01 7.63e-03 4.42e-03 3.56e-03 7.54e-02 1.13e-01 1.09e-02 9.12e-02  4
247 1.84e-02 5.69e-04 1.18e-03 8.79e-01 1.26e-02 1.09e-03 1.18e-03 4.42e-03 6.38e-03 9.77e-03 6.56e-02  4
248 5.08e-04 6.62e-06 2.74e-05 9.96e-01 8.77e-04 1.25e-05 2.95e-05 8.78e-05 1.74e-04 2.62e-04 1.59e-03  4
249 2.63e-03 3.08e-05 1.35e-04 9.82e-01 4.83e-03 5.42e-05 1.50e-04 4.33e-04 9.24e-04 1.02e-03 7.87e-03  4
250 6.56e-04 1.40e-05 3.32e-05 9.96e-01 7.84e-04 1.87e-05 3.66e-05 1.55e-04 2.79e-04 2.20e-04 1.79e-03  4
251 2.21e-03 4.88e-05 1.05e-04 9.88e-01 1.79e-03 5.85e-05 1.18e-04 5.31e-04 1.03e-03 6.56e-04 5.22e-03  4
252 5.07e-03 7.35e-05 2.15e-04 9.78e-01 2.32e-03 9.45e-05 2.45e-04 8.68e-04 2.31e-03 1.69e-03 9.14e-03  4
253 4.93e-03 5.55e-05 2.08e-04 9.79e-01 2.15e-03 8.20e-05 2.36e-04 6.96e-04 2.00e-03 2.15e-03 8.72e-03  4
254 2.89e-04 4.28e-06 1.42e-05 9.98e-01 3.00e-04 6.68e-06 1.56e-05 5.29e-05 1.12e-04 1.23e-04 7.33e-04  4
255 2.72e-04 4.28e-06 1.34e-05 9.99e-01 2.26e-04 6.69e-06 1.46e-05 5.04e-05 1.06e-04 1.31e-04 6.63e-04  4
256 2.10e-06 4.29e-08 1.08e-07 1.00e+00 2.20e-06 6.24e-08 1.17e-07 4.71e-07 8.56e-07 8.81e-07 5.65e-06  4
257 3.12e-06 7.06e-08 1.61e-07 1.00e+00 3.23e-06 9.89e-08 1.74e-07 7.50e-07 1.31e-06 1.26e-06 8.44e-06  4
258 6.90e-04 1.44e-05 3.73e-05 9.96e-01 7.05e-04 2.32e-05 3.97e-05 1.52e-04 2.63e-04 3.46e-04 2.00e-03  4
259 1.66e-04 5.24e-06 8.92e-06 9.99e-01 1.83e-04 6.69e-06 9.58e-06 4.99e-05 7.36e-05 6.08e-05 4.84e-04  4
260 6.16e-04 2.31e-05 3.35e-05 9.96e-01 5.95e-04 2.84e-05 3.57e-05 2.04e-04 2.78e-04 2.26e-04 1.79e-03  4
261 2.37e-04 4.41e-06 1.32e-05 9.98e-01 4.70e-04 7.40e-06 1.41e-05 5.16e-05 8.79e-05 1.03e-04 7.96e-04  4
262 1.03e-04 2.27e-06 5.64e-06 9.99e-01 1.71e-04 3.44e-06 6.07e-06 2.49e-05 4.08e-05 4.12e-05 3.29e-04  4
263 5.99e-05 1.37e-06 3.08e-06 1.00e+00 6.86e-05 1.87e-06 3.36e-06 1.48e-05 2.54e-05 2.22e-05 1.65e-04  4
264 9.56e-04 2.31e-05 5.49e-05 9.92e-01 2.39e-03 3.54e-05 5.87e-05 2.49e-04 3.72e-04 3.47e-04 3.51e-03  4
265 1.92e-03 5.82e-05 1.18e-04 9.83e-01 4.90e-03 9.36e-05 1.24e-04 5.58e-04 7.35e-04 7.56e-04 7.97e-03  4
266 6.40e-04 1.19e-05 3.67e-05 9.95e-01 1.66e-03 2.07e-05 3.92e-05 1.41e-04 2.32e-04 2.73e-04 2.34e-03  4
267 2.28e-03 6.17e-05 1.40e-04 9.77e-01 7.94e-03 1.01e-04 1.48e-04 6.32e-04 8.57e-04 8.44e-04 9.85e-03  4
268 2.38e-03 3.65e-05 1.45e-04 9.74e-01 1.08e-02 7.62e-05 1.53e-04 4.78e-04 7.87e-04 1.10e-03 1.04e-02  4
269 1.79e-03 3.68e-05 1.09e-04 9.82e-01 6.65e-03 6.71e-05 1.15e-04 4.23e-04 6.36e-04 7.41e-04 7.58e-03  4
270 5.13e-03 5.17e-05 3.23e-04 9.34e-01 3.08e-02 1.35e-04 3.38e-04 8.26e-04 1.51e-03 2.83e-03 2.43e-02  4
271 4.03e-03 1.90e-04 2.56e-04 9.66e-01 7.50e-03 2.71e-04 2.64e-04 1.48e-03 1.64e-03 1.46e-03 1.70e-02  4
272 1.95e-02 8.23e-04 1.48e-03 6.65e-01 1.42e-01 1.46e-03 1.51e-03 6.66e-03 6.98e-03 5.04e-03 1.50e-01  4
273 7.24e-04 3.10e-06 6.17e-05 1.29e-02 9.77e-01 1.70e-05 6.15e-05 1.01e-04 1.78e-04 2.78e-04 9.10e-03  5
274 5.73e-05 2.15e-07 4.66e-06 1.05e-03 9.98e-01 1.13e-06 4.73e-06 7.38e-06 1.38e-05 2.23e-05 6.41e-04  5
275 6.71e-06 2.76e-08 5.35e-07 1.42e-04 1.00e+00 1.37e-07 5.44e-07 8.80e-07 1.63e-06 2.72e-06 6.98e-05  5
276 1.08e-04 5.22e-07 8.54e-06 2.58e-03 9.96e-01 2.42e-06 8.67e-06 1.50e-05 2.70e-05 4.40e-05 1.08e-03  5
277 3.12e-04 1.70e-06 2.46e-05 7.89e-03 9.88e-01 7.53e-06 2.50e-05 4.54e-05 7.95e-05 1.25e-04 3.09e-03  5
278 1.65e-03 9.37e-06 1.27e-04 5.00e-02 9.32e-01 3.96e-05 1.29e-04 2.38e-04 4.22e-04 7.11e-04 1.49e-02  5
279 1.58e-04 7.59e-07 1.25e-05 3.38e-03 9.95e-01 3.47e-06 1.28e-05 2.20e-05 3.96e-05 5.90e-05 1.62e-03  5
280 6.84e-03 5.83e-05 4.33e-04 9.19e-01 3.39e-02 1.67e-04 4.51e-04 9.97e-04 1.91e-03 4.33e-03 3.23e-02  4
281 6.37e-03 5.14e-05 3.95e-04 9.08e-01 4.79e-02 1.42e-04 4.17e-04 9.22e-04 1.80e-03 3.48e-03 3.01e-02  4
282 2.16e-02 8.17e-05 1.34e-03 8.08e-01 4.40e-02 3.18e-04 1.39e-03 1.95e-03 4.80e-03 2.41e-02 9.20e-02  4
283 2.07e-02 3.10e-05 1.73e-03 2.66e-01 4.56e-01 2.52e-04 1.72e-03 1.81e-03 4.07e-03 1.28e-02 2.34e-01 11
284 2.19e-02 3.50e-05 1.65e-03 3.23e-01 4.41e-01 2.36e-04 1.70e-03 1.79e-03 4.29e-03 1.37e-02 1.91e-01  4
285 4.74e-04 1.71e-06 3.73e-05 8.90e-03 9.85e-01 8.59e-06 3.82e-05 5.85e-05 1.13e-04 1.83e-04 4.85e-03  5
286 2.82e-01 1.07e-05 2.69e-02 5.58e-02 5.72e-03 1.88e-04 2.72e-02 1.68e-03 9.10e-03 5.96e-02 5.32e-01 11
287 3.12e-01 3.01e-05 1.41e-02 1.04e-01 8.91e-03 2.65e-04 1.67e-02 2.20e-03 1.31e-02 1.96e-01 3.32e-01 11
288 8.17e-01 2.14e-05 1.41e-02 2.27e-02 1.64e-03 1.31e-04 2.22e-02 8.73e-04 7.47e-03 1.53e-02 9.86e-02 11
289 5.22e-01 2.97e-05 2.04e-02 6.17e-02 4.78e-03 2.48e-04 2.50e-02 1.78e-03 1.21e-02 9.37e-02 2.59e-01 11
290 1.70e-01 3.23e-05 6.73e-03 8.17e-02 5.49e-03 2.13e-04 7.77e-03 1.51e-03 9.03e-03 5.64e-01 1.53e-01 10
291 2.07e-03 1.06e-06 8.37e-05 2.29e-03 1.15e-04 5.25e-06 9.30e-05 3.28e-05 1.78e-04 9.93e-01 2.19e-03 10
292 4.89e-01 2.09e-04 9.15e-03 1.33e-01 4.98e-03 6.04e-04 1.14e-02 3.48e-03 3.35e-02 1.90e-01 1.25e-01  1
293 8.85e-01 6.39e-05 6.02e-03 2.40e-02 1.14e-03 1.92e-04 8.69e-03 1.02e-03 1.31e-02 1.62e-02 4.42e-02  1
294 9.02e-01 8.13e-05 4.37e-03 2.23e-02 1.01e-03 1.85e-04 6.82e-03 1.08e-03 1.91e-02 7.73e-03 3.55e-02  1
295 9.12e-03 8.25e-05 3.77e-04 9.62e-01 3.25e-03 1.33e-04 4.26e-04 1.07e-03 3.39e-03 4.94e-03 1.50e-02  4
296 2.77e-02 2.19e-04 1.07e-03 8.96e-01 5.67e-03 3.60e-04 1.21e-03 2.70e-03 1.00e-02 1.78e-02 3.70e-02  4
297 1.36e-02 5.85e-05 6.55e-04 9.22e-01 1.35e-02 1.52e-04 7.29e-04 1.16e-03 3.46e-03 1.06e-02 3.43e-02  4
298 7.50e-02 2.29e-03 3.10e-03 7.34e-01 7.89e-03 2.34e-03 3.35e-03 1.59e-02 4.47e-02 2.30e-02 8.87e-02 11
299 6.57e-02 1.34e-03 2.47e-03 7.78e-01 6.94e-03 1.43e-03 2.74e-03 1.10e-02 3.95e-02 2.12e-02 7.00e-02  4
300 4.44e-02 6.33e-05 2.62e-03 6.13e-01 9.43e-02 3.20e-04 2.84e-03 2.57e-03 7.88e-03 4.11e-02 1.91e-01  4
301 8.19e-02 3.80e-05 5.32e-03 3.34e-01 5.32e-02 3.24e-04 5.66e-03 2.82e-03 1.01e-02 1.23e-01 3.84e-01 11
302 1.54e-01 5.66e-06 5.50e-01 5.46e-03 4.89e-04 7.65e-05 1.82e-01 3.62e-04 2.19e-03 1.96e-03 1.03e-01  7
303 3.22e-01 4.04e-03 8.73e-02 4.10e-02 3.00e-03 1.28e-02 5.83e-02 7.21e-03 2.83e-02 6.24e-03 4.30e-01 11
304 2.79e-01 7.87e-02 3.18e-02 6.85e-02 4.21e-03 6.69e-02 2.78e-02 2.23e-02 6.37e-02 7.29e-03 3.50e-01 11
305 7.21e-04 1.22e-05 1.56e-05 2.55e-04 7.84e-06 6.74e-06 1.96e-05 5.12e-05 9.99e-01 2.04e-05 2.07e-04  9
306 5.50e-03 1.60e-04 1.36e-04 2.58e-03 7.55e-05 7.74e-05 1.66e-04 6.38e-04 9.89e-01 1.86e-04 1.93e-03  9
307 2.64e-04 6.33e-06 6.23e-06 1.14e-04 3.46e-06 3.14e-06 7.76e-06 2.63e-05 9.99e-01 8.15e-06 8.85e-05  9
308 9.88e-01 9.94e-06 1.19e-03 1.39e-03 7.94e-05 2.39e-05 2.41e-03 1.08e-04 1.69e-03 3.49e-04 4.61e-03  1
309 9.84e-01 1.24e-05 1.26e-03 2.54e-03 1.34e-04 3.10e-05 2.28e-03 1.58e-04 2.62e-03 7.88e-04 6.46e-03  1
310 9.80e-01 1.93e-05 1.88e-03 2.92e-03 1.45e-04 4.88e-05 2.96e-03 2.00e-04 3.12e-03 1.13e-03 7.54e-03  1
311 6.21e-01 1.55e-03 1.09e-02 7.22e-02 2.54e-03 1.94e-03 1.30e-02 7.38e-03 1.63e-01 1.55e-02 9.13e-02  4
312 9.93e-01 2.48e-06 1.12e-03 4.62e-04 2.77e-05 8.79e-06 2.26e-03 3.33e-05 3.80e-04 1.76e-04 2.05e-03  1
313 9.95e-01 1.24e-06 7.89e-04 2.86e-04 1.82e-05 4.77e-06 1.98e-03 1.99e-05 2.19e-04 1.04e-04 1.42e-03  1
314 1.00e+00 6.15e-08 2.02e-05 1.18e-05 7.05e-07 2.01e-07 4.37e-05 8.35e-07 1.05e-05 4.17e-06 4.81e-05  1
315 9.99e-01 4.29e-07 1.82e-04 9.03e-05 5.48e-06 1.51e-06 3.99e-04 6.24e-06 7.39e-05 3.36e-05 3.91e-04  1
316 1.00e+00 9.85e-08 3.21e-05 2.02e-05 1.20e-06 3.25e-07 6.83e-05 1.38e-06 1.73e-05 7.33e-06 8.04e-05  1
317 1.00e+00 2.05e-07 6.43e-05 4.00e-05 2.35e-06 6.69e-07 1.33e-04 2.78e-06 3.49e-05 1.48e-05 1.58e-04  1
318 1.00e+00 2.71e-07 6.14e-05 4.80e-05 2.72e-06 8.13e-07 1.20e-04 3.38e-06 4.57e-05 1.72e-05 1.71e-04  1
319 1.00e+00 7.67e-08 2.14e-05 1.32e-05 7.74e-07 2.37e-07 4.47e-05 9.63e-07 1.25e-05 4.57e-06 5.18e-05  1
320 9.97e-01 1.27e-06 4.07e-04 1.90e-04 1.12e-05 3.96e-06 8.54e-04 1.47e-05 1.83e-04 6.37e-05 8.04e-04  1
321 9.64e-01 1.98e-05 2.88e-03 5.93e-03 3.07e-04 6.20e-05 4.56e-03 3.05e-04 4.04e-03 3.16e-03 1.47e-02  1
322 9.88e-01 5.46e-06 1.13e-03 1.57e-03 8.75e-05 1.78e-05 2.02e-03 8.77e-05 1.15e-03 7.02e-04 4.74e-03  1
323 9.99e-01 5.41e-07 1.68e-04 1.28e-04 7.57e-06 1.83e-06 3.41e-04 8.21e-06 1.03e-04 5.00e-05 4.84e-04  1
324 9.97e-01 1.28e-06 4.78e-04 3.22e-04 1.91e-05 4.63e-06 9.45e-04 2.03e-05 2.41e-04 1.36e-04 1.27e-03  1
325 9.97e-01 9.64e-07 4.24e-04 2.40e-04 1.46e-05 3.57e-06 8.87e-04 1.55e-05 1.80e-04 9.74e-05 1.01e-03  1
326 9.96e-01 1.19e-06 5.44e-04 3.18e-04 1.95e-05 4.51e-06 1.14e-03 2.01e-05 2.30e-04 1.32e-04 1.35e-03  1
327 9.92e-01 3.46e-06 9.28e-04 1.02e-03 5.86e-05 1.20e-05 1.72e-03 5.80e-05 7.21e-04 4.55e-04 3.41e-03  1
328 9.65e-01 7.79e-06 6.12e-03 2.48e-03 1.57e-04 3.59e-05 1.09e-02 1.50e-04 1.49e-03 1.24e-03 1.21e-02  1
329 9.82e-01 4.48e-06 2.32e-03 1.70e-03 1.07e-04 1.91e-05 4.49e-03 9.40e-05 1.01e-03 8.26e-04 7.13e-03  1
330 9.84e-01 3.32e-06 2.48e-03 1.10e-03 7.08e-05 1.47e-05 5.28e-03 6.66e-05 6.90e-04 4.93e-04 5.34e-03  1
331 9.87e-01 3.49e-06 1.95e-03 1.17e-03 7.27e-05 1.47e-05 3.85e-03 6.80e-05 7.31e-04 5.49e-04 5.08e-03  1
332 9.36e-01 7.42e-06 1.08e-02 3.68e-03 2.58e-04 4.17e-05 2.32e-02 2.07e-04 1.89e-03 1.75e-03 2.21e-02  1
333 9.69e-01 4.90e-06 4.80e-03 1.58e-03 1.09e-04 2.20e-05 1.39e-02 1.03e-04 1.03e-03 5.47e-04 9.20e-03  1
334 9.66e-01 5.23e-06 5.15e-03 1.71e-03 1.19e-04 2.37e-05 1.49e-02 1.12e-04 1.12e-03 5.92e-04 1.01e-02  1
335 1.00e+00 1.08e-07 2.69e-05 2.15e-05 1.25e-06 3.34e-07 5.50e-05 1.46e-06 1.94e-05 7.65e-06 7.84e-05  1
336 9.96e-01 2.30e-06 3.87e-04 4.86e-04 2.74e-05 6.53e-06 7.58e-04 3.14e-05 4.55e-04 1.63e-04 1.53e-03  1
337 9.97e-01 1.59e-06 2.95e-04 3.07e-04 1.78e-05 4.52e-06 6.10e-04 2.10e-05 2.99e-04 9.52e-05 1.05e-03  1
338 9.99e-01 3.79e-07 7.26e-05 6.60e-05 3.79e-06 1.07e-06 1.50e-04 4.70e-06 6.71e-05 2.09e-05 2.31e-04  1
339 1.00e+00 1.64e-07 3.16e-05 2.56e-05 1.46e-06 4.55e-07 6.49e-05 1.90e-06 2.71e-05 8.09e-06 9.15e-05  1
340 1.00e+00 1.54e-07 3.08e-05 2.39e-05 1.37e-06 4.31e-07 6.40e-05 1.79e-06 2.53e-05 7.49e-06 8.69e-05  1
341 1.00e+00 7.71e-08 1.63e-05 1.22e-05 6.98e-07 2.19e-07 3.35e-05 9.05e-07 1.26e-05 3.92e-06 4.46e-05  1
342 1.00e+00 1.20e-07 2.84e-05 1.83e-05 1.07e-06 3.47e-07 6.04e-05 1.40e-06 1.88e-05 5.83e-06 7.10e-05  1
343 1.00e+00 5.30e-09 1.49e-06 9.64e-07 5.70e-08 1.65e-08 3.24e-06 6.92e-08 8.99e-07 3.24e-07 3.80e-06  1
344 1.00e+00 1.62e-08 4.74e-06 2.93e-06 1.74e-07 5.06e-08 1.04e-05 2.12e-07 2.73e-06 9.76e-07 1.17e-05  1
